Customer ID,Age,Gender,Education,Marital Status,Employment Type,Annual Income,Work Experience,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Default Status,Credit Score
"CUST000765","65","Female","PhD",,"Contract","58243","31","LOAN672134","91530","Education","8.22","20","Rejected","No","656"
"CUST000766","38","Other","PhD","Divorced","Contract","72473","3","LOAN414973","63365","Vehicle","4.94","6","Approved","No","624"
"CUST000767","33",,"Bachelor's Degree","Divorced",,"226492","26","LOAN847227","96847","Education","5.46","20","Approved","No","399"
"CUST000768","58","Other","Associate Degree","Married","Part-Time","28556","16","LOAN470230","20495","Education","5.80","5","Approved","No","435"
"CUST000769",,"Female","Associate Degree","Single","Part-Time","213234","4","LOAN583314","587110","Home","6.46","15","Approved","No","778"
"CUST000770","37","Male","Associate Degree","Married","Self-Employed","153192","27","LOAN643341","531346","Home","3.59","30","Approved","No","537"
"CUST000771","45","Female","Associate Degree","Married","Unemployed","48402","16","LOAN184219","40267","Personal","9.68","3","Approved","No","848"
"CUST000772","59",,"Bachelor's Degree","Divorced","Self-Employed","178548","38","LOAN268325","211780","Home","7.21","25","Approved","No","307"
"CUST000773","49","Other","Master's Degree","Single","Contract","100982",,"LOAN903171","15116","Vehicle","9.72","6","Rejected","No","553"
"CUST000774","51","Other","Associate Degree","Single","Full-Time","109299","33","LOAN794582","45491","Education","5.11","20","Rejected","No","313"
"CUST000775","31","Male","Diploma","Single","Full-Time",,"24","LOAN952391","325335","Home","6.87","30","Approved","No","528"
"CUST000776","52","Other","Diploma","Married","Contract","39969","24","LOAN468138","349821","Home","5.89","30","Approved","No","632"
"CUST000777","58",,,"Divorced","Unemployed","146077","1","LOAN692568","57012","Education","6.66","10","Approved","Yes","422"
"CUST000778","34","Male","Associate Degree","Divorced","Unemployed","133822","6","LOAN126121","11719","Education","5.52","20","Approved","No","358"
"CUST000779","32","Male","PhD","Single","Self-Employed","88000","9","LOAN867918","7127","Personal","11.28","5","Rejected","No","641"
"CUST000780","47","Female","Associate Degree","Divorced","Full-Time","226063","38","LOAN174742","441611","Home","4.14","30","Rejected","No","657"
"CUST000781","42","Female","Associate Degree","Single","Full-Time","241321",,"LOAN340859","18802","Vehicle","6.95","7","Approved","No","524"
"CUST000782","41","Male","Master's Degree","Married","Unemployed","43102","22","LOAN748294","76771","Education","6.50","5","Rejected","No",
"CUST000783",,"Other","Diploma","Divorced","Contract",,"3","LOAN545290","39475","Vehicle","4.73","4","Rejected","No","711"
"CUST000784","52","Male","PhD","Married","Contract","234077","17","LOAN505610","53801","Vehicle","4.74","5","Approved","No","848"
"CUST000785","31","Other","Master's Degree","Married","Unemployed","106253","38","LOAN731269","49124","Education","7.87","15","Approved","No","739"
"CUST000786","62","Other","High School","Married","Unemployed","58814","36","LOAN678974","76735","Vehicle","4.74","6","Rejected","No","616"
"CUST000787","51","Female",,,"Contract",,,"LOAN976426","12534","Education","7.81","20","Rejected","No","369"
"CUST000788","63","Female","High School","Single","Self-Employed","148294","37","LOAN892917","54864","Education","6.47","20","Approved","No","849"
"CUST000789","44","Male","Bachelor's Degree","Widowed","Unemployed","220588","24","LOAN251810","487192","Home","6.51","15","Rejected","No","834"
"CUST000790","35",,"PhD","Widowed",,"23317","32","LOAN274275","320201","Home","6.50","25","Rejected","No","390"
"CUST000791","33","Male","PhD","Divorced",,"119191","25","LOAN909014","263602","Home","5.46","20","Rejected","No","462"
"CUST000792","60","Male","Master's Degree","Widowed","Self-Employed","240973","23","LOAN379809","195982","Home","6.39","25","Rejected","No","595"
"CUST000793","49","Other","PhD","Divorced","Full-Time","90122","5","LOAN351825","80794","Education","7.15","20","Rejected","No","554"
"CUST000794","51","Male","Diploma","Divorced","Contract","230867","33","LOAN983843","538936","Home","5.03","25","Rejected","No","307"
"CUST000795","67","Male","Diploma",,,"248161","27","LOAN781002","594460","Home","7.04","15","Rejected","No","424"
"CUST000796","44","Male","PhD",,"Full-Time","187535",,"LOAN812227","175164","Home","4.24","15","Approved","No","488"
"CUST000797","34","Male","Associate Degree","Single","Contract",,"16","LOAN631002","112282","Home","3.60","25","Approved","No","560"
"CUST000798",,"Male","Master's Degree","Married","Unemployed","191538","5","LOAN898145","29622","Education","7.52","10","Rejected","No",
"CUST000799","51","Other","Associate Degree","Widowed","Unemployed","242928","0","LOAN377012","610044","Home","6.31","15","Approved","Yes","459"
"CUST000800","21","Other","PhD","Widowed","Contract","136718","15","LOAN193131","66815","Vehicle","7.60","3","Rejected","No","604"
"CUST000801","36","Female","Diploma","Married","Part-Time","154933","18","LOAN999471","18617","Personal","8.19","5","Approved","No","579"
"CUST000802","34","Other","Bachelor's Degree","Divorced","Unemployed","34226","28","LOAN641593","200960","Home","7.01","30","Approved","No","793"
"CUST000803","50","Female","High School","Widowed","Full-Time","141777",,"LOAN125276","67987","Education","8.18","15","Approved","No","677"
"CUST000804","33","Male","PhD","Widowed","Self-Employed","91952","26","LOAN652664","21722","Personal","16.63","7","Approved","No","716"
"CUST000805","30","Other",,"Widowed",,"135848","16","LOAN530165","16016","Education","8.07","15","Approved","No","754"
"CUST000806","49","Male","Diploma","Widowed","Self-Employed","163940","8","LOAN529487","16952","Education","5.95","20","Rejected","No","699"
"CUST000807","52",,"Bachelor's Degree","Single","Self-Employed",,,"LOAN374734","95100","Education","5.23","10","Rejected","No","644"
"CUST000808",,"Other",,"Divorced","Self-Employed","64809","37","LOAN563381","41850","Personal","16.43","5","Approved","No","814"
"CUST000809","59","Other","Diploma","Single","Contract","160908","1","LOAN836417","122807","Home","6.01","20","Rejected","No","613"
"CUST000810","46","Other","Master's Degree","Single","Self-Employed","195161","16","LOAN180634","39475","Personal","8.04","1","Approved","No","642"
"CUST000811","70","Male","Associate Degree","Widowed","Full-Time","224016","2","LOAN725667","266891","Home","4.73","25","Rejected","No","558"
"CUST000812","45","Female","PhD","Married","Self-Employed","163489","37","LOAN819519","19176","Personal","9.05","3","Rejected","No","383"
"CUST000813","51","Female","PhD",,"Self-Employed","65304","12","LOAN617299","33671","Personal","13.00","7","Rejected","No","604"
"CUST000814","40","Male","Associate Degree",,"Unemployed","230516","35","LOAN738711","19858","Education","7.12","10","Approved","Yes","301"
"CUST000815","37","Other","Bachelor's Degree","Single","Unemployed","209258","34","LOAN594025","45171","Vehicle","5.97","6","Approved","Yes","446"
"CUST000816","30","Female","PhD","Widowed","Part-Time","36706","39","LOAN098424","373209","Home","7.10","15","Approved","No","840"
"CUST000817","28",,"High School","Married","Self-Employed","198602","33","LOAN145068","74111","Education","6.03","5","Rejected","No","466"
"CUST000818","24",,"Diploma","Widowed",,,"0","LOAN037000","30719","Vehicle","9.37","4","Rejected","No","331"
"CUST000819","56","Other","Diploma","Divorced","Part-Time","57555",,"LOAN436881","33702","Vehicle","8.73","5","Approved","No","814"
"CUST000820","34","Male","Master's Degree","Married","Part-Time","96842","27","LOAN329769","56366","Vehicle","4.57","7","Rejected","No","573"
"CUST000821","41","Male","Master's Degree","Widowed","Part-Time","20993","10","LOAN382692","238357","Home","6.69","25","Rejected","No","706"
"CUST000822","57","Female","Associate Degree","Single","Full-Time","24011","11","LOAN815845","68635","Vehicle","8.69","7","Rejected","No","363"
"CUST000823","47","Male","Bachelor's Degree","Widowed","Part-Time","176042","25","LOAN493764","47150","Personal","10.93","7","Approved","No","627"
"CUST000824","43","Other","Master's Degree","Single","Self-Employed","245550","21","LOAN697800","586329","Home","4.32","25","Approved","No",
"CUST000825","49","Female","PhD","Widowed","Part-Time","182377","1","LOAN752432","13534","Personal","10.07","5","Rejected","No","307"
"CUST000826","64","Female","Diploma","Married","Unemployed",,"1","LOAN583636","27827","Vehicle","9.75","5","Approved","Yes","598"
"CUST000827","26","Male",,"Married","Full-Time","98108",,"LOAN519053","13840","Personal","15.53","5","Approved","No","499"
"CUST000828","43",,"PhD","Divorced","Unemployed",,"23","LOAN121866","15976","Education","5.96","15","Approved","No","742"
"CUST000829","39","Other","Associate Degree","Divorced","Contract","23073","0","LOAN329898","604725","Home","7.18","20","Rejected","No","362"
"CUST000830","61","Male","High School","Single","Full-Time","70560","35","LOAN470764","21223","Personal","13.92","3","Approved","No","359"
"CUST000831","45","Other","PhD",,"Contract","246950","21","LOAN122769","49901","Vehicle","9.10","3","Rejected","No","523"
"CUST000832","48","Female","Master's Degree","Married",,"151106","7","LOAN242403","27319","Personal","12.65","1","Approved","Yes",
"CUST000833","24","Male","Associate Degree","Single","Part-Time","91443","25","LOAN640307","47893","Vehicle","7.51","4","Rejected","No","733"
"CUST000834","57","Male","Master's Degree","Married","Self-Employed","112958","13","LOAN817705","22751","Personal","11.76","2","Approved","Yes","463"
"CUST000835","55","Female","PhD","Widowed","Contract",,"34","LOAN241305","28914","Education","7.38","10","Rejected","No",
"CUST000836","52","Other","Master's Degree","Widowed","Contract","153518","19","LOAN821652","332760","Home","4.64","25","Rejected","No","716"
"CUST000837","22","Male","Associate Degree","Divorced","Contract",,"25","LOAN444965","38632","Personal","15.77","1","Approved","No","760"
"CUST000838","41","Female","Associate Degree","Widowed","Contract","180585","8","LOAN093731","305013","Home","7.14","25","Approved","No","603"
"CUST000839","39","Female","Diploma",,,"50029","15","LOAN835461","431529","Home","4.52","25","Approved","No","750"
"CUST000840","35","Other","Diploma","Married","Part-Time","43299","12","LOAN722096","16692","Personal","15.23","7","Rejected","No","657"
"CUST000841","39","Female","High School","Single","Part-Time","113642","24","LOAN394590","74172","Education","8.72","15","Approved","No","452"
"CUST000842","49","Other","Diploma","Single","Contract","114778","3","LOAN435657","45727","Vehicle","6.02","7","Rejected","No",
"CUST000843","57","Male","High School","Single","Contract","23197","4","LOAN954859","65777","Vehicle","8.41","5","Approved","No","649"
"CUST000844","35","Male","Master's Degree","Single","Self-Employed","64939","39","LOAN032855","26459","Personal","14.59","3","Rejected","No","781"
"CUST000845","43","Female","Diploma","Widowed","Part-Time","39948","36","LOAN078269","518930","Home","3.75","30","Rejected","No","363"
"CUST000846","40","Female","Diploma","Divorced","Part-Time","246816","24","LOAN738789","55917","Vehicle","7.19","5","Approved","No","440"
"CUST000847","64","Other","Associate Degree","Single","Full-Time","154018","27","LOAN621093","37856","Education","8.35","15","Approved","No","651"
"CUST000848",,"Male","PhD","Single","Self-Employed","36607","27","LOAN291726","44161","Education","6.62","10","Approved","No","712"
"CUST000849","21","Female","Bachelor's Degree","Widowed","Self-Employed","193798","20","LOAN883619","74783","Vehicle","5.88","7","Approved","No","612"
"CUST000850","21","Female","High School","Divorced","Contract","142428",,"LOAN340751","32565","Personal","8.86","7","Approved","No","834"
"CUST000851","24","Other","High School","Single","Contract","138247","15","LOAN279113","37548","Vehicle","4.71","5","Rejected","No","762"
"CUST000852","32","Male","PhD","Widowed","Contract","236524","4","LOAN121143","676285","Home","3.91","20","Rejected","No","712"
"CUST000853","70","Male","Master's Degree","Single","Part-Time","43986","37","LOAN872188","285867","Home","6.14","15","Approved","No","365"
"CUST000854","30","Female","Associate Degree","Single","Unemployed",,"39","LOAN882013","18540","Education","7.09","5","Approved","No","711"
"CUST000855","52",,"Diploma","Married","Contract","246398","30","LOAN034991","34075","Personal","8.19","5","Rejected","No","301"
"CUST000856","54","Female",,,"Contract","212682","15","LOAN615944","279266","Home","5.39","25","Rejected","No","340"
"CUST000857","28","Other","PhD","Divorced","Contract","153407","6","LOAN134443","25180","Vehicle","6.10","7","Approved","No","499"
"CUST000858","42","Other","Diploma","Divorced","Unemployed","144428","17","LOAN323613","15873","Education","7.30","20","Approved","Yes","388"
"CUST000859",,"Other","Master's Degree","Divorced","Unemployed","105410","3","LOAN149383","29345","Personal","17.31","1","Approved","No","706"
"CUST000860","25","Other","Bachelor's Degree","Divorced","Self-Employed","225820","26","LOAN595307","41233","Personal","11.33","7","Rejected","No","467"
"CUST000861","52","Female","PhD","Married","Full-Time","85031","1","LOAN791000","54506","Education","8.75","10","Rejected","No","739"
"CUST000862","50","Other","PhD","Widowed","Part-Time","197288","40","LOAN264681","79573","Education","5.64","10","Approved","No","541"
"CUST000863","52","Female","PhD","Widowed","Unemployed","22764","20","LOAN242766","16194","Personal","17.40","7","Approved","No","452"
"CUST000864","51","Male",,"Divorced","Contract","208558",,"LOAN444306","281560","Home","5.59","20","Rejected","No","498"
"CUST000865",,"Female","Associate Degree","Divorced","Self-Employed","132053","17","LOAN412682","37593","Education","5.61","5","Approved","No","696"
"CUST000866","22","Male","Associate Degree","Divorced","Contract","141251","18","LOAN975724","66791","Vehicle","5.83","4","Rejected","No","479"
"CUST000867","56",,"PhD","Divorced","Part-Time","104139","12","LOAN352035","634608","Home","4.44","30","Rejected","No","628"
"CUST000868","43","Female","High School","Single","Part-Time","195607","35","LOAN467857","65793","Vehicle","7.48","6","Rejected","No","663"
"CUST000869",,"Other","Diploma","Single","Part-Time","20548","12","LOAN934830","542106","Home","3.50","25","Approved","No","775"
"CUST000870","25","Male",,"Married","Full-Time","236428","7","LOAN399356","223802","Home","4.68","30","Approved","No","688"
"CUST000871",,"Male","Bachelor's Degree","Divorced","Contract","230086","2","LOAN492155","555934","Home","3.87","15","Rejected","No","372"
"CUST000872","33","Male","High School","Divorced","Contract","122074","23","LOAN238960","30928","Vehicle","6.49","6","Approved","No",
"CUST000873","35",,"PhD",,"Part-Time","115603","9","LOAN130949","85539","Education","6.98","10","Rejected","No","559"
"CUST000874","54","Male",,"Widowed","Contract",,"39","LOAN409022","17123","Vehicle","5.23","4","Approved","No","335"
"CUST000875","26","Female","Bachelor's Degree","Widowed","Unemployed","31946","32","LOAN630835","48718","Personal","15.29","2","Rejected","No","429"
"CUST000876",,"Other","Associate Degree","Divorced","Self-Employed",,"37","LOAN732255","48576","Vehicle","5.06","6","Rejected","No","452"
"CUST000877","54","Other","Master's Degree",,"Full-Time","234452","17","LOAN925672","84308","Education","8.18","20","Approved","No","831"
"CUST000878","54","Female","PhD","Single","Unemployed","119686","40","LOAN130077","46386","Personal","9.65","7","Rejected","No","591"
"CUST000879",,"Female","Bachelor's Degree","Divorced",,"119902","20","LOAN825339","25638","Personal","9.67","1","Rejected","No","440"
"CUST000880","34","Other","Master's Degree","Widowed","Contract","34765","38","LOAN818972","35637","Personal","14.52","5","Approved","No","810"
"CUST000881","32","Female","Master's Degree","Single","Full-Time","46176","4","LOAN721656","39633","Personal","11.35","7","Approved","No","716"
"CUST000882","48","Male","Bachelor's Degree","Widowed","Self-Employed","130391","29","LOAN335014","35765","Vehicle","5.88","5","Approved","Yes","493"
"CUST000883","59","Female","High School","Widowed","Part-Time","149868",,"LOAN707373","588398","Home","4.82","25","Rejected","No","796"
"CUST000884","38","Male","High School","Single","Self-Employed","42363","22","LOAN281029","27772","Vehicle","6.26","7","Approved","No","411"
"CUST000885","34","Female","High School",,"Unemployed","91218","1","LOAN307039","60156","Vehicle","5.76","4","Approved","Yes","590"
"CUST000886","50","Other","Master's Degree","Married","Contract","186487","37","LOAN601549","63143","Education","6.90","10","Rejected","No","539"
"CUST000887","39",,"Bachelor's Degree","Single","Self-Employed","187851","20","LOAN147831","111747","Home","6.46","15","Rejected","No","382"
"CUST000888","39","Female","Master's Degree","Divorced","Contract","211495","0","LOAN509762","695697","Home","4.15","30","Approved","No","662"
"CUST000889","31","Female",,"Widowed","Unemployed","217508","13","LOAN969265","30311","Personal","11.72","7","Rejected","No","644"
"CUST000890","49","Other","PhD","Divorced","Full-Time","248340","29","LOAN555215","262203","Home","4.18","25","Rejected","No","778"
"CUST000891","46","Other","Associate Degree","Married",,"207693","5","LOAN895037","34549","Personal","8.40","7","Approved","No","680"
"CUST000892","29","Other","Diploma","Single","Full-Time","166613","21","LOAN100393","43290","Education","8.02","10","Rejected","No","476"
"CUST000893","54",,"High School","Divorced","Unemployed","115873","26","LOAN347730","21848","Vehicle","5.61","6","Approved","No","650"
"CUST000894","64","Female","Bachelor's Degree","Single","Full-Time","182097","5","LOAN106075","323740","Home","5.12","30","Rejected","No","310"
"CUST000895","59","Other","PhD","Divorced","Unemployed",,"2","LOAN024088","26857","Personal","9.01","5","Approved","No","705"
"CUST000896","24","Other","Diploma","Married","Part-Time","63153","6","LOAN944364","17745","Education","8.93","20","Approved","No","612"
"CUST000897","35","Male","Master's Degree","Divorced","Unemployed","159094","38","LOAN468032","11812","Personal","10.35","1","Approved","No","716"
"CUST000898","33","Other","High School","Divorced","Contract","196217","17","LOAN858192","39943","Personal","8.95","7","Rejected","No","491"
"CUST000899","70","Female","PhD","Divorced","Full-Time",,"15","LOAN482874","47170","Education","5.92","15","Approved","No","336"
"CUST000900","66","Other","Diploma","Widowed","Part-Time","164058","17","LOAN625528","12843","Personal","11.75","5","Approved","No","451"
"CUST000901","25","Other","Diploma","Single","Contract","195608","18","LOAN031168","10739","Personal","9.14","2","Rejected","No","764"
"CUST000902","60","Other","Master's Degree","Divorced","Unemployed","243299",,"LOAN504624","55865","Education","7.36","10","Rejected","No","588"
"CUST000903","59","Female","Associate Degree","Married","Self-Employed","139227","13","LOAN948161","43704","Vehicle","4.76","5","Rejected","No","604"
"CUST000904","26","Female","Diploma","Divorced","Unemployed","102312","11","LOAN056194","15588","Vehicle","4.35","4","Approved","No","716"
"CUST000905","61","Other","PhD","Single","Unemployed","78621","32","LOAN094927","648863","Home","4.45","15","Rejected","No","328"
"CUST000906",,"Male","Bachelor's Degree","Widowed","Unemployed","226469","13","LOAN215410","47621","Education","5.49","15","Approved","Yes","448"
"CUST000907",,"Male","PhD","Divorced","Contract","201851","8","LOAN988248","744324","Home","5.87","25","Approved","No","769"
"CUST000908","34","Female",,"Married","Self-Employed","154123","6","LOAN110379","86581","Education","5.25","5","Approved","No","539"
"CUST000909","37","Male","Bachelor's Degree","Married","Self-Employed","38308","21","LOAN086463","70783","Vehicle","7.23","6","Approved","No","310"
"CUST000910","38","Other","Associate Degree","Widowed","Unemployed","83008","24","LOAN442608","40101","Education","5.55","15","Rejected","No","467"
"CUST000911","64","Other","Master's Degree","Married",,"205534","19","LOAN770679","6657","Personal","12.30","2","Rejected","No","331"
"CUST000912","57",,"High School","Married","Self-Employed","237549","11","LOAN190138","62829","Education","8.89","5","Rejected","No","455"
"CUST000913","54","Female","Bachelor's Degree","Single","Self-Employed","100459","32","LOAN384857","636739","Home","5.06","15","Approved","No",
"CUST000914","27",,"Bachelor's Degree",,"Full-Time","35926","21","LOAN640065","71019","Education","6.78","5","Approved","Yes","468"
"CUST000915","29","Other","High School","Widowed","Full-Time","139135","23","LOAN070304","44749","Personal","8.58","7","Approved","No","491"
"CUST000916","27","Female","PhD","Married",,"71606","11","LOAN758456","94399","Education","7.52","10","Approved","Yes","326"
"CUST000917","34","Other","Bachelor's Degree","Divorced","Self-Employed","100811","29","LOAN641835","41776","Education","7.28","20","Rejected","No","384"
"CUST000918","53","Other","PhD","Married","Unemployed","30608","13","LOAN343000","6845","Personal","11.30","3","Approved","No","770"
"CUST000919","47","Male","High School","Married",,"22559","4","LOAN073884","17857","Personal","13.03","1","Approved","Yes",
"CUST000920","63","Other","Master's Degree","Widowed","Unemployed","206731","34","LOAN884683","91381","Education","5.68","15","Approved","Yes","362"
"CUST000921",,"Male","PhD","Single","Self-Employed","180495","31","LOAN929883","240216","Home","5.03","25","Rejected","No","557"
"CUST000922","67","Female","Bachelor's Degree","Married","Self-Employed","56539","16","LOAN219708","16570","Personal","15.72","5","Rejected","No","738"
"CUST000923","33",,"Diploma","Widowed","Self-Employed","186783","19","LOAN880595","36723","Vehicle","8.44","7","Rejected","No","376"
"CUST000924","51","Male","Associate Degree","Single","Self-Employed","243039","18","LOAN189329","13447","Personal","15.91","7","Rejected","No","371"
"CUST000925","55","Male","Associate Degree","Widowed","Part-Time",,"15","LOAN519708","53576","Education","7.18","15","Rejected","No","312"
"CUST000926","48","Female","Diploma","Widowed","Unemployed",,"36","LOAN271273","47098","Personal","14.54","1","Approved","No","602"
"CUST000927","63","Male","Bachelor's Degree","Married","Full-Time","100717","39","LOAN184049","323870","Home","6.88","20","Approved","No","446"
"CUST000928",,"Male","PhD","Married","Full-Time","62505",,"LOAN750118","27203","Vehicle","5.78","4","Rejected","No","357"
"CUST000929","47","Male","Master's Degree","Widowed","Unemployed","198729",,"LOAN390203","44484","Vehicle","6.05","4","Approved","No","746"
"CUST000930",,"Male","Master's Degree","Married","Part-Time","126574","33","LOAN263114","8300","Personal","9.41","1","Approved","No","667"
"CUST000931","25","Female",,"Divorced","Part-Time","181107","32","LOAN457539","79653","Education","7.57","15","Approved","No","835"
"CUST000932","41","Male","Master's Degree","Divorced",,"235016","15","LOAN193138","547139","Home","7.25","30","Rejected","No","646"
"CUST000933","31",,"High School","Widowed","Part-Time","133742","29","LOAN195476","501849","Home","4.44","20","Rejected","No","486"
"CUST000934","44","Male","Associate Degree","Widowed","Full-Time","219572","39","LOAN787145","200235","Home","4.64","15","Rejected","No","800"
"CUST000935","70","Other","Diploma","Divorced","Contract","124186",,"LOAN617459","290667","Home","7.02","15","Approved","No","796"
"CUST000936","36","Male","Diploma","Divorced","Unemployed","178186","28","LOAN455024","34808","Vehicle","9.93","3","Approved","Yes","812"
"CUST000937","50","Male",,"Divorced","Unemployed","227298","37","LOAN504234","9629","Personal","13.53","2","Approved","No",
"CUST000938","24","Female","Diploma","Divorced","Full-Time","191940","37","LOAN176253","25340","Personal","12.55","1","Approved","No","819"
"CUST000939",,"Female","Associate Degree","Single","Contract","50308","2","LOAN684376","10480","Personal","9.15","2","Approved","Yes","459"
"CUST000940","62","Other","PhD","Divorced","Part-Time","100186","1","LOAN970313","36366","Education","5.22","10","Rejected","No",
"CUST000941","63","Female","Diploma","Married","Full-Time","97506","38","LOAN235172","24015","Personal","12.50","5","Rejected","No","398"
"CUST000942","29","Female","PhD","Single","Part-Time","79519","20","LOAN670486","87032","Education","6.52","15","Approved","No","434"
"CUST000943","56","Other","High School","Widowed","Self-Employed","132794","32","LOAN893615","98663","Education","7.98","20","Approved","Yes","601"
"CUST000944","70","Male","Associate Degree","Married","Self-Employed","144908",,"LOAN931442","27892","Vehicle","9.40","5","Approved","No","603"
"CUST000945","43","Female","Master's Degree","Married","Self-Employed","70422","37","LOAN992886","45142","Personal","17.57","5","Approved","No","721"
"CUST000946","43","Male","PhD","Divorced","Self-Employed","148114","5","LOAN322696","72215","Vehicle","9.11","5","Approved","No",
"CUST000947","59","Female","High School","Widowed","Self-Employed","238967",,"LOAN791755","588646","Home","6.50","15","Rejected","No","594"
"CUST000948","58",,,"Widowed","Part-Time","41409","27","LOAN691957","287669","Home","5.84","30","Rejected","No","688"
"CUST000949","51","Female","Diploma","Widowed","Self-Employed","248188","13","LOAN231189","34986","Education","6.72","20","Rejected","No","734"
"CUST000950","70","Other","Bachelor's Degree",,"Contract","162571","13","LOAN224857","21564","Education","7.68","5","Rejected","No","497"
"CUST000951","35",,"Associate Degree","Widowed","Full-Time","138417","6","LOAN527961","32986","Education","5.13","20","Approved","No","526"
"CUST000952","28","Male","Master's Degree","Divorced","Unemployed","102406","14","LOAN513129","95379","Education","5.94","20","Rejected","No","830"
"CUST000953","68","Other","Bachelor's Degree","Married",,"22393","23","LOAN388362","643466","Home","6.56","20","Approved","No","716"
"CUST000954","32","Other","Associate Degree","Divorced","Part-Time","170053","2","LOAN114652","14586","Personal","13.93","3","Rejected","No",
"CUST000955",,"Other","Master's Degree","Single","Full-Time","245953","18","LOAN357452","38440","Vehicle","7.14","5","Rejected","No",
"CUST000956",,"Female",,,"Full-Time","216412","32","LOAN455054","47712","Personal","16.92","1","Rejected","No","588"
"CUST000957",,"Male",,"Married",,"195453","24","LOAN817265","65032","Vehicle","7.80","7","Approved","No","352"
"CUST000958","59","Other","Bachelor's Degree","Widowed","Full-Time","119189","21","LOAN555985","58964","Education","7.19","20","Rejected","No","590"
"CUST000959","38","Other","Diploma","Widowed","Full-Time","199105","33","LOAN082175","69598","Education","6.27","15","Approved","No","543"
"CUST000960","49","Female",,,"Self-Employed","239074","31","LOAN959438","43456","Vehicle","7.83","3","Rejected","No","796"
"CUST000961","45","Male","Master's Degree","Widowed","Self-Employed","232273","29","LOAN090676","55816","Vehicle","6.59","7","Approved","Yes","528"
"CUST000962","24","Female","High School","Single","Unemployed","154690","15","LOAN597311","538356","Home","4.90","20","Approved","Yes","472"
"CUST000963","48",,"Bachelor's Degree","Single","Unemployed","45791","33","LOAN532626","48709","Vehicle","9.70","5","Rejected","No","812"
"CUST000964","31","Other","Bachelor's Degree","Widowed","Full-Time","145883","8","LOAN394032","33377","Education","6.68","10","Approved","No","690"
"CUST000965","32","Female","Bachelor's Degree","Married","Unemployed","84992","20","LOAN348923","55736","Education","7.78","5","Rejected","No","784"
"CUST000966","37","Other","PhD","Widowed","Part-Time","37226","10","LOAN634109","71972","Education","5.71","20","Approved","No","637"
"CUST000967","36","Female","Bachelor's Degree","Single","Part-Time","123106","7","LOAN843937","96885","Education","5.38","10","Approved","No","621"
"CUST000968","56","Male","Diploma",,"Unemployed","59654","36","LOAN262758","13758","Education","6.27","20","Approved","Yes","691"
"CUST000969","24","Female","PhD",,"Self-Employed","127204","36","LOAN278086","449564","Home","6.10","25","Approved","No","574"
"CUST000970","61","Male","Master's Degree","Divorced","Part-Time","26516","2","LOAN997266","47521","Education","6.02","20","Rejected","No","307"
"CUST000971","43","Male","Master's Degree","Married","Self-Employed","20384",,"LOAN462176","537937","Home","6.53","30","Approved","Yes","432"
"CUST000972","69","Other","Diploma","Widowed","Self-Employed","59366","20","LOAN113994","23913","Personal","10.94","7","Approved","No","603"
"CUST000973","47","Other","PhD","Married","Full-Time","149173","3","LOAN177679","20951","Personal","12.96","1","Approved","No","675"
"CUST000974","68","Female","Associate Degree","Widowed","Self-Employed","215310",,"LOAN309051","25276","Vehicle","6.24","6","Rejected","No","571"
"CUST000975","36","Female","Associate Degree","Widowed","Unemployed","97612","1","LOAN314924","53840","Education","5.65","10","Rejected","No","482"
"CUST000976","36","Male","High School","Married","Unemployed","99995","26","LOAN058695","99691","Education","5.12","10","Approved","No",
"CUST000977","57","Male","PhD","Widowed","Unemployed","165861","0","LOAN492009","59549","Vehicle","8.03","3","Rejected","No","563"
"CUST000978","31",,"Master's Degree","Widowed","Self-Employed","102187","25","LOAN706577","5458","Personal","14.91","3","Approved","Yes","429"
"CUST000979","37","Female","High School","Divorced","Full-Time","210618","37","LOAN809869","31147","Vehicle","5.35","5","Rejected","No","405"
"CUST000980","46","Male","Master's Degree","Married",,"246739","12","LOAN701556","398639","Home","7.39","25","Approved","No","792"
"CUST000981","58","Male","Master's Degree","Married",,"127749","24","LOAN370875","74375","Vehicle","4.05","3","Approved","No","448"
"CUST000982","54","Female","Master's Degree","Married","Self-Employed","119425","36","LOAN892928","77085","Vehicle","8.37","3","Approved","Yes","692"
"CUST000983","27",,"Master's Degree","Married","Full-Time",,,"LOAN784771","19998","Personal","11.67","2","Rejected","No","497"
"CUST000984","30","Other","Bachelor's Degree","Married","Contract","70132","23","LOAN521433","730154","Home","6.69","30","Approved","No","389"
"CUST000985","40","Female","Bachelor's Degree","Divorced","Full-Time","117004","24","LOAN213957","55637","Vehicle","9.72","3","Approved","No","700"
"CUST000986","43","Male","Diploma",,"Unemployed","190859","9","LOAN019958","58924","Vehicle","7.95","5","Approved","No","319"
"CUST000987","59","Female","Associate Degree","Single","Contract","129321","20","LOAN623241","30329","Personal","17.84","1","Approved","No","594"
"CUST000988","51","Other","High School","Married","Self-Employed","112600","6","LOAN440107","26133","Vehicle","5.75","3","Approved","Yes","697"
"CUST000989","52","Other","Associate Degree","Married","Unemployed","64183","27","LOAN231025","13725","Personal","15.91","7","Rejected","No","791"
"CUST000990","25","Other",,"Single","Part-Time","221557","40","LOAN273085","66299","Vehicle","5.45","6","Rejected","No","519"
